epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,13.7135,0.68744,1.07604,0.90045,0.6338,1,0.87344,0.6736,0.96097,2.94123,1.13611,0.000327924,0.000327924,0.000327924
20,14.5279,0.74307,1.10698,0.95432,0.64551,1,0.93341,0.72868,0.89122,2.88226,1.09594,0.000344261,0.000344261,0.000344261
21,15.3098,0.67769,1.03425,0.91064,0.92735,1,0.9585,0.73223,0.85608,2.78341,1.0663,0.0003604,0.0003604,0.0003604
22,16.0414,0.72345,0.92163,0.94994,0.94029,1,0.9665,0.70552,0.93908,2.8347,1.10816,0.000376341,0.000376341,0.000376341
23,16.78,0.72327,0.9388,0.94416,0.94213,0.94737,0.9655,0.69491,0.98773,2.77884,1.0919,0.000392084,0.000392084,0.000392084
24,17.549,0.69052,0.79864,0.88828,0.93781,0.89474,0.94578,0.68932,0.9844,2.8231,1.08389,0.000407629,0.000407629,0.000407629
25,18.4163,0.63321,0.71888,0.88479,0.9418,0.94737,0.97392,0.73654,0.93565,2.58861,1.07061,0.000422976,0.000422976,0.000422976
26,19.1285,0.67049,0.81043,0.88752,0.94995,0.99901,0.982,0.74188,0.92187,2.38566,1.08923,0.000438125,0.000438125,0.000438125
27,19.8451,0.66581,0.69686,0.9037,0.94573,1,0.961,0.73114,0.93082,2.33691,1.16126,0.000453076,0.000453076,0.000453076
28,20.5506,0.6975,0.69611,0.88792,0.92378,1,0.9585,0.72749,0.93511,2.44722,1.20227,0.000467829,0.000467829,0.000467829
29,21.2869,0.6899,0.5702,0.91377,0.7327,1,0.87583,0.6748,0.89429,2.37537,1.15996,0.000482384,0.000482384,0.000482384
30,21.9312,0.63716,0.61196,0.89414,0.49768,0.94737,0.53044,0.42347,0.8403,2.24166,1.09062,0.000496741,0.000496741,0.000496741
31,22.6185,0.63207,0.72485,0.93209,0.45851,1,0.53398,0.42172,0.80929,2.89735,1.04447,0.0005109,0.0005109,0.0005109
32,23.2186,0.7059,0.65035,0.95393,0.31076,1,0.62066,0.48061,0.81406,4.07484,1.06784,0.000524861,0.000524861,0.000524861
33,23.9437,0.61672,0.57959,0.87913,0.27617,1,0.60133,0.44444,0.9079,4.53412,1.11096,0.000538624,0.000538624,0.000538624
34,24.7694,0.57929,0.65918,0.90626,0.30911,1,0.37374,0.27223,0.96844,4.51653,1.1424,0.000552189,0.000552189,0.000552189
35,25.4507,0.63682,0.5563,0.89079,0.32705,0.89474,0.36941,0.27593,0.95155,3.4654,1.17264,0.000565556,0.000565556,0.000565556
36,26.136,0.61671,0.57482,0.87684,0.52871,0.89474,0.71994,0.53209,0.99829,2.74981,1.23155,0.000578725,0.000578725,0.000578725
37,26.8008,0.616,0.54266,0.9257,0.49309,0.89474,0.72903,0.54966,0.97763,2.89697,1.20209,0.000591696,0.000591696,0.000591696
38,27.4496,0.70361,0.56187,0.91896,0.66129,0.94737,0.84221,0.6283,1.02052,2.48786,1.25575,0.000604469,0.000604469,0.000604469
39,28.1288,0.64688,0.53811,0.904,0.73838,0.78947,0.81768,0.57518,1.05791,2.04716,1.29672,0.000617044,0.000617044,0.000617044
40,28.825,0.62911,0.46786,0.88148,0.43611,0.6922,0.60791,0.4246,1.12945,1.87088,1.31657,0.000629421,0.000629421,0.000629421
41,29.552,0.70117,0.6071,0.96024,0.19557,0.68421,0.17276,0.11547,1.14408,2.47962,1.27899,0.0006416,0.0006416,0.0006416
42,30.1542,0.68066,0.61093,0.86381,0.18049,0.57895,0.13678,0.09466,1.13072,2.65373,1.24756,0.000653581,0.000653581,0.000653581
43,30.8162,0.75732,0.56371,0.91279,0.51081,0.52632,0.43578,0.31068,1.08487,1.98754,1.18048,0.000665364,0.000665364,0.000665364
44,31.6271,0.64552,0.50642,0.88067,0.86147,0.65549,0.74316,0.51377,1.10905,1.65415,1.19736,0.000676949,0.000676949,0.000676949
45,32.2943,0.66155,0.52189,0.91388,0.83795,0.78947,0.89764,0.61165,1.08709,1.34316,1.22135,0.000688336,0.000688336,0.000688336
46,32.9602,0.67146,0.49562,0.90968,0.98143,0.84211,0.9739,0.704,0.99572,1.0825,1.20974,0.000699525,0.000699525,0.000699525
47,33.6491,0.64354,0.47297,0.89773,0.93748,1,0.9875,0.70638,1.00423,0.92307,1.23029,0.000710516,0.000710516,0.000710516
48,34.3067,0.64791,0.47621,0.91469,0.98867,1,0.995,0.73917,0.94885,0.86554,1.17614,0.000721309,0.000721309,0.000721309
49,34.9853,0.61474,0.49457,0.88808,0.9834,1,0.995,0.75684,0.95025,0.91237,1.13946,0.000731904,0.000731904,0.000731904
50,35.6701,0.69632,0.46,0.92794,0.75234,0.68421,0.74012,0.49374,1.12635,1.43263,1.21857,0.000742301,0.000742301,0.000742301
51,36.3591,0.66858,0.45476,0.95005,0.45784,0.21053,0.17482,0.08929,1.66508,3.16021,1.52829,0.0007525,0.0007525,0.0007525
52,37.0059,0.63528,0.42171,0.85696,0.13148,0.05263,0.02348,0.01048,1.94363,3.60693,1.7496,0.000762501,0.000762501,0.000762501
53,37.81,0.70055,0.4865,0.93543,0.59822,0.26316,0.24804,0.15255,1.5096,2.75622,1.43144,0.000772304,0.000772304,0.000772304
54,38.4661,0.62999,0.47135,0.88664,0.8042,0.31579,0.44857,0.30164,1.34829,2.06958,1.36867,0.000781909,0.000781909,0.000781909
55,39.1483,0.61004,0.4584,0.87147,0.83586,0.68421,0.77659,0.53497,1.12266,1.60452,1.26332,0.000791316,0.000791316,0.000791316
56,39.8256,0.62092,0.48199,0.88826,0.78592,0.78947,0.8228,0.61072,1.05429,1.83788,1.21304,0.000800525,0.000800525,0.000800525
57,40.5009,0.67766,0.48481,0.92637,0.85648,0.78947,0.88882,0.66105,0.9404,1.60191,1.14676,0.000809536,0.000809536,0.000809536
58,41.1446,0.72186,0.52278,0.96342,0.82992,0.63158,0.766,0.47186,1.18707,1.61126,1.24753,0.000818349,0.000818349,0.000818349
59,41.8616,0.66777,0.50289,0.90075,0.39612,0.52632,0.44232,0.28617,1.58775,2.30764,1.53625,0.000826964,0.000826964,0.000826964
60,42.5972,0.61977,0.44909,0.92706,0.50795,0.43529,0.50603,0.33388,1.49821,2.24413,1.4505,0.000835381,0.000835381,0.000835381
61,43.3122,0.65649,0.44833,0.90617,0.61569,0.57895,0.71923,0.48931,1.17818,1.99195,1.30268,0.0008436,0.0008436,0.0008436
62,44.0085,0.6327,0.48984,0.8919,0.68436,0.84211,0.81232,0.50516,1.0918,1.93091,1.27451,0.000851621,0.000851621,0.000851621
63,44.8537,0.55818,0.44157,0.88088,0.8556,0.68421,0.84905,0.57372,1.08918,1.4433,1.34031,0.000859444,0.000859444,0.000859444
