epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,72.8939,0.51127,0.42143,0.84794,0.41158,0.51304,0.48289,0.17536,2.06148,18.1523,2.04036,0.00139408,0.00139408,0.00139408
28,75.5377,0.47155,0.38316,0.84298,0.28729,0.72174,0.38545,0.29583,0.92719,14.0436,1.1473,0.00143814,0.00143814,0.00143814
29,78.1134,0.47439,0.39544,0.8489,0.88761,0.89281,0.94542,0.77011,0.66874,1.25624,0.88346,0.00148161,0.00148161,0.00148161
30,80.6523,0.48212,0.39816,0.86454,0.89817,0.92174,0.94672,0.79665,0.58217,0.99616,0.86102,0.00152448,0.00152448,0.00152448
31,83.097,0.4578,0.40796,0.83932,0.89006,0.86957,0.90947,0.68675,0.88382,1.19944,0.99443,0.00156676,0.00156676,0.00156676
32,85.5403,0.47344,0.40407,0.84376,0.84271,0.83478,0.88864,0.58739,1.11259,1.22217,1.09965,0.00160845,0.00160845,0.00160845
33,87.9941,0.51066,0.38033,0.88755,0.9674,0.88696,0.94093,0.76009,0.63778,0.83415,0.90342,0.00164954,0.00164954,0.00164954
34,90.4626,0.54092,0.42196,0.85558,0.63898,0.70799,0.77346,0.55505,0.88131,2.14026,0.99373,0.0016733,0.0016733,0.0016733
35,92.8087,0.54558,0.43044,0.87279,0.57343,0.42609,0.41904,0.28971,1.66558,4.77726,1.53634,0.0016634,0.0016634,0.0016634
36,95.2339,0.53256,0.44785,0.85475,0.35723,0.61377,0.31434,0.22283,0.96095,1.79508,1.16418,0.0016535,0.0016535,0.0016535
37,97.9376,0.56713,0.50511,0.87394,0.37701,0.52174,0.43118,0.24597,1.40509,2.01304,1.35934,0.0016436,0.0016436,0.0016436
38,100.654,0.50513,0.40404,0.86183,0.00198,0.21739,0.00132,0.00025,3.64127,4.04497,9.23857,0.0016337,0.0016337,0.0016337
39,103.342,0.51265,0.39653,0.86383,0.00111,0.12174,0.00062,8e-05,4.00658,5.93874,35.0966,0.0016238,0.0016238,0.0016238
40,105.975,0.48422,0.3625,0.8509,0.00056,0.06087,0.0003,3e-05,4.78158,inf,50.4219,0.0016139,0.0016139,0.0016139
41,108.564,0.52072,0.4043,0.86702,0,0,0,0,4.82588,inf,33.8296,0.001604,0.001604,0.001604
42,111.084,0.50186,0.40731,0.85115,0.00283,0.04348,0.00123,0.00037,nan,nan,nan,0.0015941,0.0015941,0.0015941
43,113.688,0.48712,0.36339,0.84468,0.40952,0.15681,0.16072,0.06914,2.61948,3.66739,3.55004,0.0015842,0.0015842,0.0015842
44,116.217,0.48852,0.38412,0.85338,0.89361,0.83478,0.91408,0.7899,0.61157,2.56441,0.87585,0.0015743,0.0015743,0.0015743
45,118.837,0.46989,0.41952,0.86224,0.9679,0.93043,0.94595,0.79674,0.54649,1.51151,0.8679,0.0015644,0.0015644,0.0015644
46,121.19,0.46426,0.38898,0.84655,0.9435,0.94783,0.96514,0.80652,0.63021,0.7106,0.9071,0.0015545,0.0015545,0.0015545
47,123.617,0.49319,0.38821,0.85301,0.79267,0.51304,0.55619,0.46863,1.09798,2.91719,1.77433,0.0015446,0.0015446,0.0015446
48,126.198,0.46146,0.36063,0.84148,0.00644,0.26957,0.00329,0.00202,2.33726,inf,7.8943,0.0015347,0.0015347,0.0015347
49,128.929,0.48755,0.35911,0.86522,0.00613,0.26957,0.00306,0.00184,2.29107,inf,5.79144,0.0015248,0.0015248,0.0015248
50,131.372,0.48086,0.38035,0.8585,0.02241,0.58261,0.01699,0.01405,1.11664,49.0917,2.54752,0.0015149,0.0015149,0.0015149
51,133.914,0.48422,0.36768,0.86237,0.65826,0.66957,0.67127,0.57118,0.97879,2.49366,1.63685,0.001505,0.001505,0.001505
52,136.524,0.442,0.33116,0.83934,0.93766,0.66087,0.72132,0.59881,0.93235,1.20784,1.45597,0.0014951,0.0014951,0.0014951
53,138.853,0.46309,0.34753,0.85369,0.26419,0.14783,0.1027,0.06062,3.03336,4.42297,5.5696,0.0014852,0.0014852,0.0014852
54,141.238,0.45719,0.33048,0.87554,0,0,0,0,3.79194,10.6345,8.67682,0.0014753,0.0014753,0.0014753
55,143.674,0.43892,0.34029,0.83577,0.9076,0.06957,0.06747,0.06222,3.11156,5.85746,6.75685,0.0014654,0.0014654,0.0014654
56,146.114,0.4717,0.35463,0.87612,0.60795,0.15652,0.15866,0.14525,2.44485,6.20453,4.38491,0.0014555,0.0014555,0.0014555
57,148.457,0.41931,0.31461,0.84099,0.7143,0.53913,0.58192,0.50251,0.85386,2.4685,1.17062,0.0014456,0.0014456,0.0014456
58,150.974,0.44158,0.32144,0.84556,0.94832,0.89565,0.90162,0.79927,0.51996,0.82935,0.83949,0.0014357,0.0014357,0.0014357
59,153.522,0.4578,0.32907,0.84962,0.93517,0.81739,0.83661,0.74093,0.51547,0.8157,0.84467,0.0014258,0.0014258,0.0014258
60,156.123,0.43699,0.32616,0.83619,0.98207,0.95257,0.95761,0.84478,0.49293,0.52277,0.83672,0.0014159,0.0014159,0.0014159
61,158.773,0.42771,0.33024,0.86453,0.97275,0.93126,0.95487,0.87461,0.48684,0.46513,0.86741,0.001406,0.001406,0.001406
62,161.514,0.42814,0.32588,0.83052,0.98443,0.94783,0.95621,0.85972,0.4389,0.66082,0.82215,0.0013961,0.0013961,0.0013961
63,164.238,0.42187,0.33176,0.84678,0.98643,0.94783,0.95166,0.86197,0.43264,0.63598,0.81964,0.0013862,0.0013862,0.0013862
64,166.993,0.4282,0.32208,0.82069,0.9845,0.94783,0.95207,0.88032,0.43118,0.66657,0.81289,0.0013763,0.0013763,0.0013763
65,169.728,0.42658,0.32148,0.8314,0.99089,0.94553,0.95788,0.87749,0.43472,0.55422,0.81577,0.0013664,0.0013664,0.0013664
66,172.483,0.42004,0.3193,0.829,0.98887,0.94783,0.95913,0.86239,0.42185,0.36785,0.80238,0.0013565,0.0013565,0.0013565
67,175.07,0.4286,0.30368,0.82718,0.98512,0.94783,0.96367,0.90059,0.3938,0.33227,0.80005,0.0013466,0.0013466,0.0013466
68,177.757,0.39816,0.28593,0.83596,0.98205,0.95143,0.95926,0.88958,0.39432,0.34255,0.7908,0.0013367,0.0013367,0.0013367
69,180.221,0.4104,0.2959,0.83212,0.97302,0.95652,0.95984,0.89294,0.4012,0.33525,0.78582,0.0013268,0.0013268,0.0013268
70,182.843,0.43064,0.33635,0.85554,0.98045,0.95652,0.96115,0.9052,0.36867,0.34131,0.7812,0.0013169,0.0013169,0.0013169
71,185.39,0.42656,0.31365,0.83094,0.98206,0.95218,0.96138,0.90779,0.36797,0.36947,0.78241,0.001307,0.001307,0.001307
72,187.945,0.39334,0.29315,0.82771,0.69279,0.92164,0.90347,0.85823,0.37511,0.67786,0.78363,0.0012971,0.0012971,0.0012971
73,190.403,0.40419,0.2954,0.83344,0.97159,0.91304,0.94769,0.88071,0.40208,0.39895,0.78632,0.0012872,0.0012872,0.0012872
74,193.019,0.40372,0.31506,0.81725,0.97271,0.92992,0.95253,0.89569,0.39601,0.3835,0.78267,0.0012773,0.0012773,0.0012773
75,195.473,0.37571,0.28771,0.83466,0.96315,0.95652,0.95307,0.89896,0.39118,0.33175,0.78703,0.0012674,0.0012674,0.0012674
76,197.989,0.37971,0.29523,0.83814,0.97285,0.93489,0.94929,0.89143,0.39199,0.3741,0.79724,0.0012575,0.0012575,0.0012575
77,200.477,0.38536,0.28793,0.82892,0.97812,0.93043,0.94785,0.88397,0.38988,0.33516,0.79411,0.0012476,0.0012476,0.0012476
78,202.981,0.38239,0.34168,0.83408,0.97816,0.93913,0.95074,0.90214,0.39637,0.3378,0.79475,0.0012377,0.0012377,0.0012377
79,205.431,0.38645,0.32205,0.82649,0.96391,0.92894,0.94882,0.89126,0.40995,0.34865,0.80607,0.0012278,0.0012278,0.0012278
80,207.947,0.41228,0.30653,0.82829,0.98177,0.93654,0.9446,0.86702,0.43478,0.41873,0.81318,0.0012179,0.0012179,0.0012179
81,210.61,0.3938,0.30819,0.84346,0.96328,0.91235,0.93713,0.85113,0.44979,0.62827,0.81559,0.001208,0.001208,0.001208
82,213.224,0.38012,0.29235,0.81998,0.98016,0.93913,0.94387,0.85282,0.43211,0.76244,0.81024,0.0011981,0.0011981,0.0011981
83,215.799,0.36124,0.27874,0.8175,0.97898,0.94783,0.94636,0.87899,0.46381,0.55976,0.81722,0.0011882,0.0011882,0.0011882
84,218.362,0.41698,0.30018,0.8315,0.98195,0.92174,0.94128,0.87236,0.43052,0.55011,0.81303,0.0011783,0.0011783,0.0011783
85,220.88,0.4256,0.30839,0.85606,0.98057,0.93043,0.9416,0.83508,0.53755,0.50273,0.83344,0.0011684,0.0011684,0.0011684
86,223.256,0.39149,0.28406,0.81535,0.96353,0.91891,0.9481,0.82969,0.5627,0.45063,0.85136,0.0011585,0.0011585,0.0011585
87,225.792,0.39454,0.28792,0.82023,0.97176,0.93043,0.94014,0.86722,0.40753,0.38616,0.8,0.0011486,0.0011486,0.0011486
88,228.259,0.39406,0.28105,0.81913,0.98903,0.93043,0.93886,0.8638,0.46532,0.44769,0.81913,0.0011387,0.0011387,0.0011387
89,230.739,0.37931,0.28878,0.82708,0.98954,0.92174,0.94174,0.88887,0.40064,0.34414,0.79138,0.0011288,0.0011288,0.0011288
90,233.281,0.37852,0.28253,0.84772,0.98101,0.94783,0.94421,0.87758,0.42938,0.36967,0.80651,0.0011189,0.0011189,0.0011189
91,236.012,0.39007,0.28233,0.84123,0.98047,0.94783,0.9627,0.9068,0.38826,0.33734,0.79506,0.001109,0.001109,0.001109
92,238.487,0.3639,0.27954,0.84882,0.97827,0.94783,0.96508,0.89491,0.3989,0.36477,0.79216,0.0010991,0.0010991,0.0010991
93,241.117,0.35799,0.28695,0.81342,0.97856,0.94783,0.96399,0.91608,0.35407,0.32329,0.78031,0.0010892,0.0010892,0.0010892
94,243.529,0.34639,0.26214,0.82727,0.98121,0.94783,0.98086,0.89294,0.37204,0.29084,0.78454,0.0010793,0.0010793,0.0010793
95,246.108,0.35206,0.26606,0.81753,0.97235,0.96522,0.98535,0.90866,0.36194,0.2617,0.77766,0.0010694,0.0010694,0.0010694
96,248.657,0.37469,0.26575,0.84613,0.98069,0.96522,0.9814,0.9164,0.37972,0.28317,0.77919,0.0010595,0.0010595,0.0010595
97,251.192,0.37281,0.27514,0.81601,0.97069,0.96522,0.9795,0.92379,0.35061,0.27759,0.77193,0.0010496,0.0010496,0.0010496
98,253.742,0.3932,0.28619,0.82295,0.98884,0.94783,0.97522,0.92434,0.34849,0.2702,0.77832,0.0010397,0.0010397,0.0010397
99,256.266,0.38034,0.28046,0.8366,0.98924,0.94783,0.97424,0.93149,0.32914,0.24249,0.77199,0.0010298,0.0010298,0.0010298
100,258.856,0.34083,0.25816,0.81061,0.98124,0.94783,0.97577,0.92633,0.3425,0.28687,0.77192,0.0010199,0.0010199,0.0010199
101,261.48,0.37141,0.2728,0.82879,0.98061,0.94783,0.97525,0.91544,0.36183,0.28957,0.77605,0.00101,0.00101,0.00101
102,263.809,0.35688,0.25639,0.82766,0.97894,0.94783,0.97017,0.92903,0.30872,0.25821,0.76902,0.0010001,0.0010001,0.0010001
103,266.184,0.36994,0.27915,0.84246,0.96406,0.94783,0.96389,0.92675,0.3072,0.27338,0.77446,0.0009902,0.0009902,0.0009902
104,268.594,0.33001,0.25449,0.81881,0.97087,0.94783,0.95938,0.93189,0.31144,0.28536,0.77371,0.0009803,0.0009803,0.0009803
105,271.027,0.31506,0.25269,0.80558,0.97853,0.93913,0.95698,0.92161,0.31069,0.28583,0.77447,0.0009704,0.0009704,0.0009704
106,273.283,0.31822,0.24475,0.78961,0.97995,0.93913,0.9558,0.92201,0.33282,0.29819,0.77893,0.0009605,0.0009605,0.0009605
107,275.636,0.39726,0.28615,0.83197,0.9642,0.94783,0.96847,0.92332,0.34211,0.31424,0.78494,0.0009506,0.0009506,0.0009506
108,278.063,0.34733,0.26696,0.80952,0.95647,0.95528,0.97115,0.92916,0.3266,0.29727,0.78389,0.0009407,0.0009407,0.0009407
109,280.796,0.33344,0.25706,0.81182,0.9555,0.95652,0.97228,0.92658,0.32423,0.29312,0.77821,0.0009308,0.0009308,0.0009308
110,283.419,0.36418,0.26552,0.84063,0.95416,0.95652,0.96512,0.92631,0.35795,0.31058,0.78134,0.0009209,0.0009209,0.0009209
111,285.804,0.34452,0.26294,0.82118,0.97255,0.93913,0.95931,0.93556,0.28865,0.29054,0.76807,0.000911,0.000911,0.000911
112,288.284,0.31426,0.23684,0.80591,0.97251,0.93913,0.96941,0.92852,0.31067,0.28368,0.77684,0.0009011,0.0009011,0.0009011
113,290.625,0.31657,0.24088,0.82305,0.98525,0.93043,0.96341,0.92119,0.29403,0.26996,0.76873,0.0008912,0.0008912,0.0008912
114,292.988,0.30509,0.23529,0.79462,0.9732,0.94726,0.97063,0.94044,0.28019,0.25003,0.77098,0.0008813,0.0008813,0.0008813
115,295.422,0.31584,0.23914,0.82295,0.98122,0.93913,0.9598,0.92735,0.3025,0.2708,0.78148,0.0008714,0.0008714,0.0008714
116,297.837,0.32038,0.23514,0.82116,0.97227,0.94783,0.95959,0.93395,0.3071,0.27312,0.78784,0.0008615,0.0008615,0.0008615
117,300.325,0.29532,0.23652,0.81747,0.96486,0.95495,0.95873,0.93012,0.30305,0.29051,0.78118,0.0008516,0.0008516,0.0008516
118,302.761,0.31684,0.24988,0.79841,0.98267,0.93043,0.95684,0.91956,0.34375,0.29483,0.80526,0.0008417,0.0008417,0.0008417
119,305.271,0.33481,0.24371,0.81123,0.98145,0.93913,0.95447,0.90844,0.32083,0.28109,0.79591,0.0008318,0.0008318,0.0008318
120,307.672,0.30842,0.23858,0.82293,0.96488,0.95559,0.95713,0.91926,0.30192,0.27507,0.77835,0.0008219,0.0008219,0.0008219
121,310.117,0.29234,0.23484,0.8087,0.98196,0.94657,0.96089,0.93214,0.32517,0.31885,0.78134,0.000812,0.000812,0.000812
122,312.679,0.31573,0.24271,0.82211,0.98196,0.94687,0.96354,0.93259,0.31322,0.31014,0.78534,0.0008021,0.0008021,0.0008021
123,315.132,0.28635,0.22573,0.80841,0.98195,0.94599,0.96231,0.93735,0.29287,0.27956,0.79212,0.0007922,0.0007922,0.0007922
124,317.557,0.32928,0.24501,0.8033,0.98377,0.93913,0.95638,0.92535,0.30915,0.29553,0.80023,0.0007823,0.0007823,0.0007823
125,320.142,0.32337,0.24625,0.8331,0.98187,0.94783,0.96471,0.92895,0.31917,0.26613,0.79935,0.0007724,0.0007724,0.0007724
126,322.938,0.3189,0.23994,0.83552,0.98909,0.94783,0.96002,0.92714,0.32288,0.25994,0.80546,0.0007625,0.0007625,0.0007625
127,325.414,0.28806,0.22364,0.82072,0.98861,0.94783,0.95377,0.92424,0.33326,0.27391,0.8057,0.0007526,0.0007526,0.0007526
128,327.929,0.34504,0.24718,0.83268,0.98937,0.94783,0.94965,0.92538,0.33432,0.2863,0.79957,0.0007427,0.0007427,0.0007427
129,330.441,0.33558,0.26454,0.81404,0.98754,0.94783,0.9536,0.92042,0.33635,0.27636,0.80308,0.0007328,0.0007328,0.0007328
130,333.121,0.3079,0.23108,0.82549,0.97232,0.94783,0.96485,0.93548,0.32255,0.29141,0.80071,0.0007229,0.0007229,0.0007229
131,335.601,0.3467,0.23325,0.81924,0.96489,0.95594,0.96673,0.93686,0.31433,0.27161,0.80091,0.000713,0.000713,0.000713
132,338.036,0.32185,0.23078,0.8119,0.96489,0.95589,0.96832,0.93711,0.33984,0.28583,0.80824,0.0007031,0.0007031,0.0007031
133,340.554,0.31354,0.23158,0.82207,0.96488,0.95559,0.97023,0.93483,0.33695,0.2708,0.79457,0.0006932,0.0006932,0.0006932
134,343.101,0.29548,0.2343,0.81415,0.97265,0.94783,0.96642,0.93722,0.31605,0.28021,0.79517,0.0006833,0.0006833,0.0006833
135,345.571,0.31136,0.23736,0.81337,0.98026,0.94783,0.96331,0.93288,0.30854,0.27204,0.79543,0.0006734,0.0006734,0.0006734
136,348.034,0.28683,0.21448,0.82497,0.98037,0.94783,0.956,0.93584,0.30732,0.26436,0.79698,0.0006635,0.0006635,0.0006635
137,350.587,0.29308,0.23105,0.79633,0.98197,0.94728,0.95487,0.9353,0.27901,0.27862,0.77437,0.0006536,0.0006536,0.0006536
138,353.114,0.28992,0.22082,0.7898,0.97261,0.94783,0.96419,0.94937,0.28413,0.30751,0.77598,0.0006437,0.0006437,0.0006437
139,355.645,0.28051,0.2169,0.80902,0.97278,0.94783,0.96078,0.94679,0.30466,0.32113,0.79783,0.0006338,0.0006338,0.0006338
140,358.156,0.27075,0.20992,0.7994,0.97274,0.94783,0.96016,0.9442,0.30262,0.31381,0.8016,0.0006239,0.0006239,0.0006239
141,360.606,0.28814,0.21911,0.81003,0.97274,0.94783,0.9645,0.94572,0.30309,0.33202,0.79864,0.000614,0.000614,0.000614
142,363.193,0.27807,0.21261,0.79303,0.98198,0.94757,0.96489,0.94529,0.3056,0.31974,0.80286,0.0006041,0.0006041,0.0006041
143,365.675,0.28919,0.2228,0.79141,0.99082,0.9386,0.96523,0.94502,0.30233,0.3218,0.79972,0.0005942,0.0005942,0.0005942
144,368.134,0.29543,0.22235,0.81987,0.99041,0.93913,0.96601,0.95056,0.27807,0.31018,0.78588,0.0005843,0.0005843,0.0005843
145,370.671,0.27528,0.20142,0.80115,0.99052,0.93913,0.96587,0.95183,0.27481,0.32386,0.7904,0.0005744,0.0005744,0.0005744
146,373.457,0.2714,0.20176,0.79826,0.98197,0.94694,0.96107,0.94529,0.29413,0.3222,0.80293,0.0005645,0.0005645,0.0005645
147,376.013,0.27331,0.20442,0.80709,0.98124,0.94783,0.96226,0.94399,0.29568,0.32701,0.80534,0.0005546,0.0005546,0.0005546
148,378.517,0.25616,0.20202,0.79349,0.99089,0.94532,0.96361,0.94187,0.30721,0.32175,0.7993,0.0005447,0.0005447,0.0005447
149,381.071,0.25972,0.20008,0.79356,0.99087,0.94419,0.96013,0.9454,0.29269,0.32212,0.79082,0.0005348,0.0005348,0.0005348
150,383.524,0.27048,0.19104,0.8168,0.98964,0.94783,0.95901,0.93922,0.28819,0.30252,0.78874,0.0005249,0.0005249,0.0005249
151,385.954,0.24941,0.18988,0.79144,0.98971,0.94783,0.95957,0.93798,0.27177,0.29017,0.78121,0.000515,0.000515,0.000515
152,388.376,0.27694,0.20677,0.81237,0.99015,0.94783,0.96227,0.94609,0.27624,0.2846,0.78029,0.0005051,0.0005051,0.0005051
153,390.799,0.2672,0.19804,0.79889,0.99041,0.94783,0.96429,0.95226,0.27765,0.27952,0.78457,0.0004952,0.0004952,0.0004952
154,393.336,0.25503,0.19749,0.80092,0.99082,0.93869,0.96401,0.9522,0.26474,0.25862,0.79021,0.0004853,0.0004853,0.0004853
155,396.1,0.25133,0.194,0.79963,0.99082,0.93808,0.96382,0.94928,0.28068,0.27282,0.79529,0.0004754,0.0004754,0.0004754
156,398.66,0.2672,0.20385,0.81928,0.99002,0.93043,0.96472,0.94755,0.27197,0.27031,0.7937,0.0004655,0.0004655,0.0004655
157,401.185,0.26027,0.19609,0.80852,0.99018,0.93043,0.96243,0.94581,0.26341,0.26878,0.79565,0.0004556,0.0004556,0.0004556
158,403.492,0.25877,0.19678,0.81081,0.97316,0.94592,0.95745,0.94145,0.26374,0.27574,0.79,0.0004457,0.0004457,0.0004457
159,405.808,0.2568,0.19565,0.79769,0.9812,0.94783,0.96444,0.94758,0.26947,0.28954,0.7943,0.0004358,0.0004358,0.0004358
160,408.187,0.26495,0.1983,0.80689,0.98089,0.94783,0.96182,0.94513,0.27123,0.28473,0.79437,0.0004259,0.0004259,0.0004259
161,410.791,0.24464,0.1858,0.81117,0.98915,0.94783,0.96021,0.94043,0.27646,0.26648,0.79318,0.000416,0.000416,0.000416
162,413.354,0.2678,0.20619,0.80985,0.98932,0.94783,0.96138,0.93961,0.27079,0.26739,0.78378,0.0004061,0.0004061,0.0004061
163,415.621,0.26871,0.20429,0.81644,0.98913,0.94783,0.96456,0.94576,0.26474,0.26661,0.77846,0.0003962,0.0003962,0.0003962
164,418.052,0.26569,0.20396,0.82134,0.98965,0.94783,0.96489,0.9488,0.26641,0.25913,0.78128,0.0003863,0.0003863,0.0003863
165,420.608,0.24145,0.19465,0.79539,0.99091,0.94759,0.96489,0.9503,0.26964,0.25856,0.7844,0.0003764,0.0003764,0.0003764
166,422.97,0.28403,0.20854,0.79724,0.9909,0.94703,0.96519,0.94719,0.27093,0.27068,0.78807,0.0003665,0.0003665,0.0003665
167,425.275,0.24399,0.18523,0.79959,0.99089,0.94597,0.96591,0.95045,0.26002,0.2688,0.78477,0.0003566,0.0003566,0.0003566
168,427.593,0.24556,0.19215,0.79794,0.98101,0.94783,0.96523,0.94774,0.27209,0.28306,0.78643,0.0003467,0.0003467,0.0003467
169,429.935,0.24609,0.18483,0.79596,0.98196,0.9469,0.9661,0.94828,0.2787,0.28945,0.78961,0.0003368,0.0003368,0.0003368
170,432.341,0.22525,0.17488,0.793,0.98521,0.93913,0.9656,0.94567,0.27902,0.27822,0.79749,0.0003269,0.0003269,0.0003269
171,434.751,0.26979,0.20476,0.81368,0.98529,0.93913,0.96578,0.94588,0.27387,0.2581,0.79468,0.000317,0.000317,0.000317
172,437.252,0.26295,0.18654,0.82081,0.9869,0.93913,0.96543,0.94488,0.27644,0.25561,0.79806,0.0003071,0.0003071,0.0003071
173,439.746,0.24523,0.18249,0.80601,0.98585,0.93913,0.96466,0.94364,0.28032,0.26317,0.79638,0.0002972,0.0002972,0.0002972
174,442.317,0.24475,0.18704,0.79339,0.98311,0.93913,0.9647,0.94727,0.27963,0.26914,0.79833,0.0002873,0.0002873,0.0002873
175,445.012,0.24613,0.18815,0.80662,0.97911,0.94783,0.96578,0.94576,0.27978,0.2736,0.79732,0.0002774,0.0002774,0.0002774
176,447.301,0.23618,0.17295,0.80154,0.98229,0.93913,0.96556,0.94662,0.27806,0.27601,0.79679,0.0002675,0.0002675,0.0002675
177,450.077,0.24404,0.17838,0.80467,0.98684,0.93913,0.96552,0.94455,0.27139,0.28429,0.78992,0.0002576,0.0002576,0.0002576
178,452.733,0.24787,0.1832,0.80289,0.98779,0.93913,0.96552,0.94922,0.26712,0.27509,0.78515,0.0002477,0.0002477,0.0002477
179,455.467,0.23425,0.17865,0.80172,0.98192,0.94457,0.9653,0.94608,0.27508,0.2702,0.78714,0.0002378,0.0002378,0.0002378
180,458.027,0.23108,0.16699,0.81462,0.98195,0.94615,0.96506,0.94765,0.26064,0.26955,0.78839,0.0002279,0.0002279,0.0002279
181,460.845,0.22211,0.17806,0.80452,0.98195,0.94609,0.96485,0.94839,0.26347,0.26687,0.7919,0.000218,0.000218,0.000218
182,463.235,0.22971,0.1749,0.78742,0.98951,0.93913,0.96489,0.94747,0.27663,0.27775,0.79589,0.0002081,0.0002081,0.0002081
183,465.894,0.23159,0.17135,0.8267,0.97993,0.93913,0.96472,0.94651,0.28156,0.28262,0.79623,0.0001982,0.0001982,0.0001982
184,468.515,0.23289,0.1764,0.79985,0.98012,0.93913,0.96601,0.95076,0.27035,0.27665,0.79174,0.0001883,0.0001883,0.0001883
185,471.209,0.22307,0.1615,0.7872,0.98195,0.9463,0.96693,0.95543,0.261,0.27733,0.78547,0.0001784,0.0001784,0.0001784
186,473.79,0.2473,0.18409,0.80412,0.98198,0.9477,0.96693,0.95008,0.262,0.28021,0.784,0.0001685,0.0001685,0.0001685
